32,32,3,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,64,0
32,32,16,3,3,256,0
32,32,16,3,3,64,0
32,32,16,3,3,64,0
32,32,16,3,3,256,0
32,32,16,3,3,64,0
32,32,16,3,3,64,0
32,32,16,3,3,256,0
32,32,16,3,3,128,0
32,32,16,3,3,128,0
32,32,16,3,3,512,0
32,32,16,3,3,128,0
32,32,16,3,3,128,0
32,32,16,3,3,512,0
32,32,16,3,3,128,0
32,32,16,3,3,128,1
16,16,32,3,3,512,0
16,16,32,3,3,128,0
16,16,32,3,3,128,0
16,16,32,3,3,512,0
16,16,32,3,3,256,0
16,16,32,3,3,256,0
16,16,32,3,3,1024,0
16,16,32,3,3,256,0
16,16,32,3,3,256,0
16,16,32,3,3,1024,0
16,16,32,3,3,256,0
16,16,32,3,3,256,0
16,16,32,3,3,1024,0
16,16,32,3,3,256,0
16,16,32,3,3,256,0
16,16,32,3,3,1024,1
8,8,64,3,3,256,0
8,8,64,3,3,256,0
8,8,64,3,3,1024,0
8,8,64,3,3,256,0
8,8,64,3,3,256,0
8,8,64,3,3,1024,0
8,8,64,3,3,512,0
8,8,64,3,3,512,0
8,8,64,3,3,2048,0
8,8,64,3,3,512,0
8,8,64,3,3,512,0
8,8,64,3,3,2048,0
8,8,64,3,3,512,0
8,8,64,3,3,512,0
8,8,64,3,3,2048,1
1,1,64,1,1,10,0
